指标名称,中间价:美元兑人民币,SHIBOR:1周,中国:银行间同业拆借加权利率:7天,中国:7天回购利率:加权平均:最近1周(B1W),中国:固定利率国债:发行利率:10年,中国:公开市场操作:货币净投放,中国:人民币存款准备金率(变动公告日期):大型存款类金融机构,中国:人民币存款准备金率:大型存款类金融机构:变动日期,中国:逆回购数量:7天,中国:正回购数量:14天
单位,,%,%,%,%,亿元,%,%,亿元,亿元
2020/1/21,6.8606,2.601,3.7451,2.9115,,1000,,,,
2020/1/22,6.8853,2.607,2.9133,2.7644,,300,,,,
2020/1/23,6.8876,2.549,2.7713,2.7066,,0,,,,
2020/1/31,,,,2.6503,,,,,,
2020/2/3,6.9249,2.607,2.9906,,,1500,,,9000,
2020/2/4,6.9779,2.416,2.6596,2.6716,,4000,,,3800,
2020/2/5,6.9823,2.343,2.5256,2.6757,,-300,,,,
2020/2/6,6.9985,2.366,2.6735,2.6076,,0,,,,
2020/2/7,6.9768,2.306,2.6846,2.5163,,0,,,,
2020/2/10,6.9863,2.289,2.8515,2.431,,0,,,7000,
2020/2/11,6.9897,2.225,2.4108,2.3524,,-2800,,,1000,
2020/2/12,6.9718,2.286,2.4465,2.3035,,0,,,,
2020/2/13,6.9785,2.324,2.5311,2.3121,,0,,,,
2020/2/14,6.9843,2.233,2.5998,2.3229,,0,,,,
2020/2/17,6.9795,2.261,2.9802,2.3167,,-9000,,,1000,
2020/2/18,6.9826,2.293,2.5427,2.3143,,-2200,,,,
2020/2/19,7.0012,2.268,2.4952,2.3176,2.829,0,,,,
2020/2/20,7.0026,2.308,2.6553,2.3068,,15,,,,
2020/2/21,7.021,2.245,2.71,2.2978,,0,,,,
2020/2/24,7.0246,2.176,2.8118,2.275,,-3000,,,,
2020/2/25,7.0232,2.203,2.4327,2.2885,,0,,,,
2020/2/26,7.0126,2.183,2.5265,2.2907,,0,,,,
2020/2/27,7.0215,2.192,2.5804,2.2944,,60,,,,
2020/2/28,7.0066,2.374,2.742,2.3062,,-50,,,,
2020/3/2,6.9811,2.129,2.7702,2.3666,,0,,,,
2020/3/3,6.9516,2.094,2.3324,2.3511,,0,,,,
2020/3/4,6.9514,2.052,2.3862,2.3262,,0,,,,
2020/3/5,6.9403,2.089,2.3081,2.2871,,0,,,,
2020/3/6,6.9337,2.035,2.274,2.2416,,0,,,,
2020/3/9,6.926,2.074,2.6389,2.162,,0,,,,
2020/3/10,6.9389,2.241,2.4458,2.123,,0,,,,
2020/3/11,6.9612,2.3,2.5293,2.1521,,0,,,,
2020/3/12,6.9641,2.309,2.4403,2.1958,,0,,,,
2020/3/13,7.0033,2.252,2.3002,2.2088,,0,,,,
2020/3/16,7.0018,2.199,2.5344,2.2037,,0,,,,
2020/3/17,7.0094,1.896,2.1725,2.1845,,0,,,,
2020/3/18,7.0328,1.751,2.0969,2.1071,2.6767,0,,,,
2020/3/19,7.0522,1.893,2.1488,2.0092,,0,,,,
2020/3/20,7.1052,1.945,1.9472,1.9203,,0,,,,
2020/3/23,7.094,1.805,2.2637,1.8302,,0,,,,
2020/3/24,7.0999,1.693,1.8432,1.7469,,60,,,,
2020/3/25,7.0742,1.745,1.9134,1.6594,,-50,,,,
2020/3/26,7.0692,1.72,2.0207,1.6696,,0,,,,
2020/3/27,7.0427,1.769,1.8981,1.7045,,0,,,,
2020/3/30,7.0447,2.163,2.4613,1.7904,,500,,,500,
2020/3/31,7.0851,2.147,2.3092,1.9461,,200,,,200,
2020/4/1,7.0771,2.004,2.2512,2.1437,,0,,,,
2020/4/2,7.0995,1.857,2.0354,2.1276,,0,,,,
2020/4/3,7.1104,1.831,1.7808,2.0629,,0,,,,
2020/4/7,7.0939,1.773,2.1526,1.9524,,-700,,,,
2020/4/8,7.0483,1.739,1.8775,1.7828,,0,,,,
2020/4/9,7.0536,1.68,1.817,1.6029,,0,,,,
2020/4/10,7.0354,1.813,1.7964,1.552,,0,,,,
2020/4/13,7.03,1.851,1.9417,1.558,,0,,,,
2020/4/14,7.0406,1.707,2.2792,1.5907,,0,,,,
2020/4/15,7.0402,1.632,1.9505,1.6083,2.5003,0,,,,
2020/4/16,7.0714,1.657,1.8405,1.5989,,0,,,,
2020/4/17,7.0718,1.737,1.767,1.5635,,0,,,,
2020/4/20,7.0657,1.734,1.6962,1.509,,60,,,,
2020/4/21,7.0752,1.606,2.214,1.464,,-50,,,,
2020/4/22,7.0903,1.576,1.956,1.4418,,0,,,,
2020/4/23,7.0887,1.663,1.8894,1.4396,,0,,,,
2020/4/24,7.0803,1.718,1.7803,1.4437,,0,,,,
2020/4/26,,1.658,1.793,1.4779,,0,,,,
2020/4/27,7.0703,1.774,1.849,1.4595,,0,,,,
2020/4/28,7.071,1.62,2.222,1.489,,0,,,,
2020/4/29,7.0704,1.755,1.9329,1.5163,,0,,,,
2020/4/30,7.0571,1.919,2.1642,1.5732,,0,,,,
2020/5/6,7.069,1.865,2.2828,1.6622,,0,,,,
2020/5/7,7.0931,1.838,1.9046,1.6853,,0,,,,
2020/5/8,7.0788,1.809,1.801,1.6734,,0,,,,
2020/5/9,,1.481,1.6346,1.671,,0,,,,
2020/5/11,7.0769,1.679,1.7003,1.5579,,0,,,,
2020/5/12,7.0919,1.568,1.7657,1.4857,,0,,,,
2020/5/13,7.0875,1.485,2.0268,1.4524,,0,,,,
2020/5/14,7.0948,1.514,1.7289,1.414,,0,,,,
2020/5/15,7.0936,1.657,1.7347,1.3706,,0,,,,
2020/5/18,7.103,1.563,1.649,1.4005,,0,,,,
2020/5/19,7.0912,1.521,1.7667,1.386,,0,,,,
2020/5/20,7.0956,1.534,2.1574,1.4172,2.68,0,,,,
2020/5/21,7.0868,1.556,1.8011,1.4587,,0,,,,
2020/5/22,7.0939,1.595,1.8167,1.4839,,0,,,,
2020/5/25,7.1209,1.785,1.8788,1.4856,,0,,,,
2020/5/26,7.1293,1.908,2.2608,1.5636,,50,,,100,
2020/5/27,7.1092,2.018,2.5044,1.6617,2.7378,1200,,,1200,
2020/5/28,7.1277,2.179,2.3647,1.7778,,2450,,,2400,
2020/5/29,7.1316,2.151,2.3606,1.9322,,3000,,,3000,
2020/6/1,7.1315,1.959,1.9288,2.073,,0,,,,
2020/6/2,7.1167,1.673,1.8098,2.0112,,-100,,,,
2020/6/3,7.1074,1.971,2.4828,1.9086,,-1200,,,,
2020/6/4,7.1012,2.001,2.1258,1.8977,,-1700,,,700,
2020/6/5,7.0965,1.987,2.1706,1.847,,-1500,,,1500,
2020/6/8,7.0882,1.942,2.1502,1.7967,,1200,,,1200,
2020/6/9,7.0711,1.947,2.2553,1.8417,,600,,,600,
2020/6/10,7.0703,1.98,2.4904,1.9061,,600,,,600,
2020/6/11,7.0608,2.021,2.158,1.9189,,100,,,800,
2020/6/12,7.0865,2.016,2.2648,1.9415,,-500,,,1000,
2020/6/15,7.0902,1.855,2.1232,1.9491,,-1200,,,,
2020/6/16,7.0755,1.891,2.1949,1.9373,,-600,,,,
2020/6/17,7.0873,2.057,2.5823,1.9398,2.8482,-600,,,,
2020/6/18,7.0903,2.1,2.2619,1.9585,,400,,,500,
2020/6/19,7.0913,2.147,2.3724,1.9963,,800,,,700,
2020/6/22,7.0865,2.15,2.517,2.0492,,1200,,,400,
2020/6/23,7.0671,2.15,2.5684,2.1256,2.77,2000,,,900,
2020/6/24,7.0555,2.173,2.5134,2.1977,,1800,,,1800,
2020/6/28,,2.182,2.5767,2.2652,,-125,,,1000,
2020/6/29,7.0808,2.181,2.8257,2.2778,,-450,,,,
2020/6/30,7.0795,2.228,2.783,2.4197,2.7891,-900,,,,
2020/7/1,7.071,2.095,2.5572,2.5983,,-1800,,,,
2020/7/2,7.0566,2.006,2.3545,2.5604,2.7826,-700,,,,
2020/7/3,7.0638,1.98,2.1002,2.4648,,-1100,,,,
2020/7/6,7.0663,1.794,2.2114,2.3497,,-1800,,,,
2020/7/7,7.031,2.092,2.4353,2.1605,2.9336,-1100,,,,
2020/7/8,7.0207,2.137,2.5697,2.0277,,0,,,,
2020/7/9,7.0085,2.192,2.4888,2.0426,2.978,0,,,,
2020/7/10,6.9943,2.203,2.5098,2.0957,,0,,,,
2020/7/13,6.9965,2.201,2.6188,2.1894,,500,,,500,
2020/7/14,6.9996,2.148,2.4624,2.2805,,300,,,300,
2020/7/15,6.9982,2.15,2.4776,2.2868,2.86,0,,,,
2020/7/16,6.9913,2.249,2.4813,2.2866,,500,,,500,
2020/7/17,7.0043,2.227,2.5127,2.3079,,2000,,,2000,
2020/7/20,6.9928,2.183,2.7218,2.3421,,500,,,1000,
2020/7/21,6.9862,2.101,2.3148,2.3216,2.783,-150,,,100,
2020/7/22,6.9718,2.008,2.4659,2.2829,,0,,,,
2020/7/23,6.9921,2.207,2.375,2.2188,2.7733,0,,,500,
2020/7/24,6.9938,2.147,2.4278,2.21,,-2000,,,,
2020/7/27,7.0029,2.202,2.5884,2.1447,,0,,,1000,
2020/7/28,6.9895,2.2,2.4442,2.1985,2.7972,700,,,800,
2020/7/29,6.9969,2.174,2.6289,2.2639,,300,,,300,
2020/7/30,6.9902,2.183,2.3319,2.3231,2.8501,-50,,,500,
2020/7/31,6.9848,2.236,2.558,2.3344,,200,,,200,
2020/8/3,6.998,2.043,2.4533,2.3669,,-1000,,,,
2020/8/4,6.9803,2.143,2.3688,2.3013,,-800,,,,
2020/8/5,6.9752,2.062,2.6752,2.2554,,-300,,,,
2020/8/6,6.9438,2.074,2.3955,2.2123,,-500,,,,
2020/8/7,6.9408,2.205,2.3498,2.168,,-100,,,100,
2020/8/10,6.9649,2.202,2.674,2.1583,,100,,,100,
2020/8/11,6.9711,2.249,2.5711,2.192,,500,,,500,
2020/8/12,6.9597,2.246,2.8717,2.2358,,1400,,,1400,
2020/8/13,6.9429,2.237,2.5022,2.2826,,1500,,,1500,
2020/8/14,6.9405,2.222,2.6107,2.3295,,1400,,,1500,
2020/8/17,6.9362,2.213,2.5943,2.3562,,400,,,500,
2020/8/18,6.9325,2.19,2.4859,2.3721,,500,,,1000,
2020/8/19,6.9168,2.204,2.8448,2.3684,2.9509,100,,,1500,
2020/8/20,6.9274,2.249,2.6198,2.3701,,100,,,1600,
2020/8/21,6.9107,2.28,2.7493,2.3895,,500,,,1500,
2020/8/24,6.9194,2.23,2.8591,2.4362,,1100,,,1000,
2020/8/25,6.9183,2.241,2.4901,2.4625,,2000,,,2500,
2020/8/26,6.9079,2.222,2.522,2.51,,550,,,2000,
2020/8/27,6.8903,2.182,2.3846,2.5265,,-650,,,1000,
2020/8/28,6.8891,2.235,2.4779,2.5251,,-1000,,,500,
2020/8/31,6.8605,2.228,2.7693,2.5081,,-800,,,200,
2020/9/1,6.8498,2.211,2.4632,2.5093,,-2300,,,200,
2020/9/2,6.8376,2.201,2.5158,2.4735,,-1800,,,200,
2020/9/3,6.8319,2.197,2.3251,2.451,,200,,,1200,
2020/9/4,6.8359,2.211,2.5358,2.4162,,0,,,1000,
2020/9/7,6.8386,2.2,2.7852,2.388,,200,,,1000,
2020/9/8,6.8364,2.211,2.4176,2.3548,,1000,,,1700,
2020/9/9,6.8423,2.193,2.7324,2.3396,,1000,,,1200,
2020/9/10,6.8331,2.128,2.3249,2.3188,,200,,,1400,
2020/9/11,6.8389,2.162,2.59,2.2904,,-100,,,900,
2020/9/14,6.8361,2.161,2.7325,2.2581,,-200,,,800,
2020/9/15,6.8222,2.133,2.3914,2.2406,,-1700,,,,
2020/9/16,6.7825,2.185,2.6988,2.2354,3.0823,0,,,1200,
2020/9/17,6.7675,2.199,2.5513,2.2372,,-300,,,1100,
2020/9/18,6.7591,2.233,2.7649,2.2802,,800,,,1100,
2020/9/21,6.7595,2.262,2.8376,2.3817,,600,,,1000,
2020/9/22,6.7872,2.332,2.821,2.5109,,3500,,,2000,
2020/9/23,6.7986,2.149,2.6238,2.6585,,800,,,1000,
2020/9/24,6.8028,2.148,2.7719,2.6308,,100,,,,
2020/9/25,6.8121,2.044,2.21,2.5575,,-200,,,,
2020/9/27,,1.953,2.9279,2.4019,,200,,,,
2020/9/28,6.8252,2.418,3.2394,2.2146,,-650,,,,
2020/9/29,6.8171,2.283,3.3093,2.2257,,-950,,,,
2020/9/30,6.8101,2.331,2.7968,2.4032,,-500,,,,
2020/10/9,6.7796,2.174,2.5353,2.4706,,-5600,,,,
2020/10/10,,2.029,2.1765,2.5016,,0,,,,
2020/10/12,6.7126,2.073,2.2922,2.4728,,-600,,,,
2020/10/13,6.7296,2.092,2.5892,2.3819,,-1000,,,,
2020/10/14,6.7473,2.136,2.5301,2.2559,,-500,,,,
2020/10/15,6.7374,2.191,2.7073,2.2255,,500,,,500,
2020/10/16,6.7332,2.199,2.4892,2.2477,,500,,,500,
2020/10/19,6.701,2.23,2.5017,2.2979,,500,,,500,
2020/10/20,6.693,2.261,2.7347,2.3313,,700,,,700,
2020/10/21,6.6781,2.207,2.526,2.388,,800,,,800,
2020/10/22,6.6556,2.19,2.7845,2.4081,,0,,,500,
2020/10/23,6.6703,2.205,2.6522,2.3949,,200,,,700,
2020/10/26,6.6725,2.227,2.6623,2.398,,0,,,500,
2020/10/27,6.6989,2.33,2.7854,2.5212,,300,,,1000,
2020/10/28,6.7195,2.385,3.1294,2.6923,3.1395,350,,,1200,
2020/10/29,6.726,2.353,2.883,2.8571,,900,,,1400,
2020/10/30,6.7232,2.418,3.1908,3.0122,,350,,,1000,
2020/11/2,6.705,2.464,2.772,3.1939,,0,,,500,
2020/11/3,6.6957,2.18,2.4516,3.1396,,200,,,1200,
2020/11/4,6.6771,2.092,2.6203,2.9481,,0,,,1200,
2020/11/5,6.6895,2.071,2.5011,2.7293,,-1100,,,300,
2020/11/6,6.629,2.215,2.5506,2.5302,,-1000,,,,
2020/11/9,6.6123,2.272,2.655,2.3771,,-500,,,,
2020/11/10,6.5897,2.269,2.5881,2.3518,,0,,,1200,
2020/11/11,6.607,2.306,2.8166,2.4144,,300,,,1500,
2020/11/12,6.6236,2.335,2.8739,2.5276,,900,,,1200,
2020/11/13,6.6285,2.433,3.1027,2.7397,,1600,,,1600,
2020/11/16,6.6048,2.339,2.8406,2.9391,,0,,,,
2020/11/17,6.5762,2.238,2.6993,2.9516,,-700,,,500,
2020/11/18,6.5593,2.21,2.6878,2.8674,3.27,-500,,,1000,
2020/11/19,6.5484,2.231,2.6169,2.7609,,-500,,,700,
2020/11/20,6.5786,2.228,2.6494,2.6112,,-800,,,800,
2020/11/23,6.5719,2.193,2.6507,2.4413,,400,,,400,
2020/11/24,6.5809,2.232,2.6449,2.3723,,200,,,700,
2020/11/25,6.5749,2.224,2.6285,2.5281,,200,,,1200,
2020/11/26,6.578,2.294,2.5748,2.692,,100,,,800,
2020/11/27,6.5755,2.336,2.7492,2.7488,,400,,,1200,
2020/11/30,6.5782,2.356,2.5837,2.7652,,1100,,,1500,
2020/12/1,6.5921,1.972,2.3932,2.7577,,-500,,,200,
2020/12/2,6.5611,1.925,2.2558,2.5638,,-1100,,,100,
2020/12/3,6.5592,2.104,2.5187,2.3661,,-700,,,100,
2020/12/4,6.5507,2.116,2.5531,2.2893,,-1100,,,100,
2020/12/7,6.5362,2.119,2.2812,2.2551,,-1000,,,500,
2020/12/8,6.532,2.101,2.3642,2.2334,,400,,,600,
2020/12/9,6.5311,2.074,2.5658,2.2665,,100,,,200,
2020/12/10,6.5476,2.063,2.5175,2.2874,,0,,,100,
2020/12/11,6.5405,2.178,2.6467,2.2709,,0,,,100,
2020/12/14,6.5361,2.143,2.3866,2.2797,,-300,,,200,
2020/12/15,6.5434,2.062,2.3989,2.3138,,-500,,,100,
2020/12/16,6.5355,1.815,2.4245,2.3235,3.2517,-100,,,100,
2020/12/17,6.5362,1.961,2.1744,2.2866,,0,,,100,
2020/12/18,6.5315,2.148,2.4251,2.2603,,0,,,100,
2020/12/21,6.5507,2.05,2.3244,2.2559,,900,,,100,
2020/12/22,6.5387,2.061,2.3126,2.2276,,1200,,,100,
2020/12/23,6.5558,2.064,2.5682,2.2004,,1000,,,100,
2020/12/24,6.5361,1.774,2.2635,2.1751,,250,,,100,
2020/12/25,6.5333,2.151,2.7716,2.0823,,300,,,400,
2020/12/28,6.5236,2.133,2.6337,2.1455,,150,,,200,
2020/12/29,6.5451,2.264,2.6975,2.2784,,100,,,200,
2020/12/30,6.5325,2.308,2.8342,2.4553,,300,,,400,
2020/12/31,6.5249,2.381,2.5525,2.7344,,800,,,900,
2021/1/4,6.5408,1.993,2.4527,2.8401,,-1400,,,200,
2021/1/5,6.476,1.822,2.1237,2.7136,,-1300,,,100,
2021/1/6,6.4604,1.966,2.466,2.519,,-1300,,,100,
2021/1/7,6.4608,1.855,2.0476,2.3272,,-1100,,,100,
2021/1/8,6.4708,2.141,2.0784,2.0827,,50,,,50,
2021/1/11,6.4764,2.148,2.5872,1.9782,,-150,,,50,
2021/1/12,6.4823,1.985,2.2187,1.9636,,-50,,,50,
2021/1/13,6.4605,1.999,2.486,1.9739,,-80,,,20,
2021/1/14,6.4746,2.013,2.1678,1.9852,,-80,,,20,
2021/1/15,6.4633,2.124,2.27,2.0003,,-30,,,20,
2021/1/18,6.4845,2.177,2.7814,2.0144,,-30,,,20,
2021/1/19,6.4883,2.267,2.705,2.087,,750,,,800,
2021/1/20,6.4836,2.493,2.8391,2.2635,3.1385,2780,,,2800,
2021/1/21,6.4696,2.359,2.5693,2.4393,,2480,,,2500,
2021/1/22,6.4617,2.271,2.5782,2.5644,,0,,,20,
2021/1/25,6.4819,2.296,3.0617,2.6317,,0,,,20,
2021/1/26,6.4847,2.728,3.0467,2.7197,,-780,,,20,
2021/1/27,6.4665,2.969,3.6369,2.8636,,-1000,,,1800,
2021/1/28,6.4845,2.981,3.5619,3.1473,,-1450,,,1000,
2021/1/29,6.4709,3.071,3.4026,3.6208,,930,,,1000,
2021/2/1,6.4623,3.194,3.8377,3.9684,,980,,,1000,
2021/2/2,6.4736,2.241,2.7555,4.0905,,780,,,800,
2021/2/3,6.4669,2.146,2.6246,3.8339,,-800,,,1000,
2021/2/4,6.4605,2.324,3.0735,3.4172,,0,,,,
2021/2/5,6.471,2.338,2.6233,2.9945,,0,,,,
2021/2/7,,2.349,2.6502,2.622,,500,,,,
2021/2/8,6.4678,2.341,3.2922,2.4094,,100,,,1100,
2021/2/9,6.4533,2.425,2.6267,2.4134,,-300,,,500,
2021/2/10,6.4391,2.217,2.5498,2.4727,,-800,,,200,
2021/2/18,6.4536,2.213,2.6839,2.3856,,-2600,,,200,
2021/2/19,6.4624,2.051,2.1856,2.3758,,-800,,,200,
2021/2/20,,1.964,2.1074,2.2896,,100,,,100,
2021/2/22,6.4563,2.206,2.5528,2.1953,,-400,,,100,
2021/2/23,6.4516,2.277,2.6122,2.2052,,100,,,100,
2021/2/24,6.4615,2.114,2.3469,2.2785,3.2105,100,,,100,
2021/2/25,6.4522,2.215,2.8498,2.2894,,-50,,,200,
2021/2/26,6.4713,2.214,2.4651,2.3258,,0,,,200,
2021/3/1,6.4754,2.216,2.4851,2.3767,,-50,,,100,
2021/3/2,6.4625,2.157,2.5308,2.3337,,0,,,100,
2021/3/3,6.4565,1.89,2.2861,2.2703,,0,,,100,
2021/3/4,6.4758,2.161,2.6784,2.1925,,-100,,,100,
2021/3/5,6.4904,1.999,2.1867,2.1528,,-100,,,100,
2021/3/8,6.4795,2.144,2.5144,2.0839,,0,,,100,
2021/3/9,6.5338,2.067,2.4632,2.0517,,0,,,100,
2021/3/10,6.5106,2.038,2.3127,2.0329,,0,,,100,
2021/3/11,6.497,2.06,2.7116,2.0407,,0,,,100,
2021/3/12,6.4845,2.134,2.3109,2.0355,,0,,,100,
2021/3/15,6.501,2.275,2.6462,2.0482,,0,,,100,
2021/3/16,6.5029,2.229,2.6213,2.1099,,0,,,100,
2021/3/17,6.4978,2.167,2.4042,2.1673,3.224,0,,,100,
2021/3/18,6.4859,2.197,2.5829,2.1779,,0,,,100,
2021/3/19,6.5098,2.199,2.4534,2.1995,,0,,,100,
2021/3/22,6.5191,2.163,2.6226,2.2171,,0,,,100,
2021/3/23,6.5036,2.168,2.5286,2.1956,,0,,,100,
2021/3/24,6.5228,1.992,2.1783,2.1606,,50,,,100,
2021/3/25,6.5282,2.194,2.7298,2.1247,,0,,,100,
2021/3/26,6.5376,2.173,2.4493,2.1955,,-50,,,100,
2021/3/29,6.5416,2.158,2.635,2.2639,,0,,,100,
2021/3/30,6.5641,2.236,2.5278,2.3255,,0,,,100,
2021/3/31,6.5713,2.251,2.9555,2.3974,,0,,,100,
2021/4/1,6.5584,2.155,2.4973,2.5222,,0,,,100,
2021/4/2,6.5649,2.145,2.3484,2.4623,,0,,,100,
2021/4/6,6.5527,2.045,2.7689,2.3681,,-100,,,100,
2021/4/7,6.5384,1.939,2.3831,2.2569,,0,,,100,
2021/4/8,6.5463,2.014,2.3983,2.147,,0,,,100,
2021/4/9,6.5409,2.054,2.2583,2.026,,0,,,100,
2021/4/12,6.5578,2.05,2.4108,1.9715,,100,,,100,
2021/4/13,6.5454,2.061,2.7115,1.9579,,0,,,100,
2021/4/14,6.5362,2.063,2.3735,1.961,,0,,,100,
2021/4/15,6.5297,2.058,2.4509,1.9678,,0,,,100,
2021/4/16,6.5288,2.199,2.4128,1.988,,0,,,100,
2021/4/19,6.5233,2.226,2.4131,2.0405,,0,,,100,
2021/4/20,6.5103,2.196,2.637,2.1182,,0,,,100,
2021/4/21,6.5046,2.133,2.3112,2.1674,3.1265,0,,,100,
2021/4/22,6.4902,2.15,2.5924,2.1759,,0,,,100,
2021/4/23,6.4934,2.139,2.3151,2.1871,,0,,,100,
2021/4/25,,2.2,2.4445,2.1722,,100,,,100,
2021/4/26,6.4913,2.246,2.4979,2.1647,,0,,,100,
2021/4/27,6.4924,2.234,2.561,2.2005,,0,,,100,
2021/4/28,6.4853,2.189,2.3503,2.2394,,0,,,100,
2021/4/29,6.4715,2.252,2.3477,2.2603,,0,,,100,
2021/4/30,6.4672,2.336,2.4928,2.2977,,0,,,100,
2021/5/6,6.4895,2.152,2.5467,2.3264,,-400,,,100,
2021/5/7,6.4678,1.94,2.1419,2.2768,,0,,,100,
2021/5/8,,1.909,2.0765,2.2003,,100,,,100,
2021/5/10,6.4425,1.909,2.1631,2.0964,,100,,,100,
2021/5/11,6.4254,2.078,2.312,2.028,,100,,,100,
2021/5/12,6.4258,2.029,2.2347,1.9638,,100,,,100,
2021/5/13,6.4612,2.082,2.4718,1.9469,,0,,,100,
2021/5/14,6.4525,2.074,2.3374,1.9727,,0,,,100,
2021/5/17,6.4307,2.195,2.5036,2.0086,,-100,,,100,
2021/5/18,6.4357,2.196,2.6398,2.0602,,0,,,100,
2021/5/19,6.4255,2.149,2.2713,2.1174,,0,,,100,
2021/5/20,6.4464,2.165,2.5082,2.1525,,0,,,100,
2021/5/21,6.43,2.16,2.3988,2.1784,,0,,,100,
2021/5/24,6.4408,2.156,2.506,2.1919,,0,,,100,
2021/5/25,6.4283,2.254,2.4657,2.1832,,50,,,100,
2021/5/26,6.4099,2.269,2.4303,2.2337,3.02,0,,,100,
2021/5/27,6.403,2.262,2.5497,2.2787,,-50,,,100,
2021/5/28,6.3858,2.278,2.3376,2.3108,,0,,,100,
2021/5/31,6.3682,2.502,2.6291,2.3655,,0,,,100,
2021/6/1,6.3572,2.233,2.4402,2.4783,,0,,,100,
2021/6/2,6.3773,2.156,2.3768,2.4399,,0,,,100,
2021/6/3,6.3811,2.092,2.5794,2.3945,,0,,,100,
2021/6/4,6.4072,2.187,2.3859,2.3288,,0,,,100,
2021/6/7,6.3963,2.253,2.4543,2.2681,,0,,,100,
2021/6/8,6.3909,2.267,2.6132,2.2168,,0,,,100,
2021/6/9,6.3956,2.271,2.395,2.2379,,0,,,100,
2021/6/10,6.3972,2.146,2.8217,2.252,,0,,,100,
2021/6/11,6.3856,2.169,2.4098,2.2524,,0,,,100,
2021/6/15,6.407,2.237,2.4939,2.2345,,-100,,,100,
2021/6/16,6.4078,2.198,2.384,2.2276,3.1025,0,,,100,
2021/6/17,6.4298,2.179,2.6837,2.216,,0,,,100,
2021/6/18,6.4361,2.206,2.4569,2.2078,,0,,,100,
2021/6/21,6.4546,2.257,2.5099,2.2151,,100,,,100,
2021/6/22,6.4613,2.337,2.6736,2.2596,,0,,,100,
2021/6/23,6.4621,2.276,2.5242,2.2997,,0,,,100,
2021/6/24,6.4824,2.254,2.7157,2.3243,,200,,,300,
2021/6/25,6.4744,2.196,2.6056,2.452,,150,,,300,
2021/6/28,6.4578,2.258,2.7055,2.5536,,250,,,300,
2021/6/29,6.4567,2.431,2.8233,2.6531,,200,,,300,
2021/6/30,6.4601,2.405,3.0488,2.8642,,200,,,300,
2021/7/1,6.4709,2.186,2.608,3.0278,,-200,,,100,
2021/7/2,6.4712,1.945,2.1528,2.8607,,-200,,,100,
2021/7/5,6.4695,2.034,2.1883,2.6734,,-200,,,100,
2021/7/6,6.4613,2.046,2.3418,2.4995,,-200,,,100,
2021/7/7,6.4762,2.129,2.3737,2.2662,,-200,,,100,
2021/7/8,6.4705,2.114,2.5907,2.0908,,0,,,100,
2021/7/9,6.4755,2.22,2.3771,2.0787,,0,12,,100,
2021/7/12,6.4785,2.163,2.3512,2.129,,0,,,100,
2021/7/13,6.4757,2.193,2.3808,2.1605,,0,,,100,
2021/7/14,6.4806,2.179,2.4348,2.1862,,0,,,100,
2021/7/15,6.464,2.178,2.5604,2.2018,,0,,12,100,
2021/7/16,6.4705,2.201,2.4035,2.2243,,0,,,100,
2021/7/19,6.47,2.155,2.3379,2.2188,,0,,,100,
2021/7/20,6.4855,2.198,2.4547,2.2151,,0,,,100,
2021/7/21,6.4835,2.218,2.4367,2.2173,2.9027,0,,,100,
2021/7/22,6.4651,2.18,2.6132,2.2253,,0,,,100,
2021/7/23,6.465,2.143,2.3854,2.2261,,0,,,100,
2021/7/26,6.4763,2.214,2.4465,2.2116,,0,,,100,
2021/7/27,6.4734,2.31,2.5991,2.2697,,0,,,100,
2021/7/28,6.4929,2.356,2.4863,2.3475,,0,,,100,
2021/7/29,6.4942,2.257,2.5624,2.4238,,200,,,300,
2021/7/30,6.4602,2.284,2.6069,2.4728,,200,,,300,
2021/8/2,6.466,2.071,2.3218,2.504,,0,,,100,
2021/8/3,6.461,2.041,2.3393,2.415,,0,,,100,
2021/8/4,6.4655,2.04,2.2164,2.3041,,0,,,100,
2021/8/5,6.4691,1.97,2.5066,2.1916,,-200,,,100,
2021/8/6,6.4625,1.994,2.1966,2.0997,,-200,,,100,
2021/8/9,6.484,2.145,2.4205,2.0321,,0,,,100,
2021/8/10,6.4842,2.348,2.6904,2.053,,0,,,100,
2021/8/11,6.4831,2.147,2.3863,2.1517,,0,,,100,
2021/8/12,6.4754,2.15,2.6393,2.1736,,0,,,100,
2021/8/13,6.4799,2.197,2.3795,2.1873,,0,,,100,
2021/8/16,6.4717,2.193,2.4521,2.2181,,0,,,100,
2021/8/17,6.4765,2.139,2.4121,2.2449,,0,,,100,
2021/8/18,6.4915,2.054,2.296,2.1997,2.8357,0,,,100,
2021/8/19,6.4853,2.091,2.6015,2.1787,,0,,,100,
2021/8/20,6.4984,2.115,2.3225,2.168,,0,,,100,
2021/8/23,6.4969,2.16,2.4228,2.1544,,0,,,100,
2021/8/24,6.4805,2.224,2.5497,2.1509,,0,,,100,
2021/8/25,6.4728,2.311,2.3954,2.1808,,400,,,500,
2021/8/26,6.473,2.319,2.5576,2.2737,,400,,,500,
2021/8/27,6.4863,2.329,2.4341,2.346,,450,,,500,
2021/8/30,6.4677,2.308,2.5239,2.3944,,400,,,500,
2021/8/31,6.4679,2.322,2.6909,2.4466,,350,,,500,
2021/9/1,6.468,2.104,2.2964,2.4805,,-400,,,100,
2021/9/2,6.4594,2.075,2.452,2.3998,,-400,,,100,
